Source,Target,Relation
KishorBarmanBJP,YashSaleha3,friend_of_friend
KishorBarmanBJP,Babbarrahul,friend_of_friend
KishorBarmanBJP,ingenuity_E,friend_of_friend
KishorBarmanBJP,RahulGh60533930,friend_of_friend
KishorBarmanBJP,anant_vishen,friend_of_friend
@DilipGhoshBJP,Amitava_BJP,friend
BanerjeeRonita,Amitava_BJP,follower_of_friend
avijit_bairagya,Amitava_BJP,follower_of_friend
AmitKum32420177,Amitava_BJP,follower_of_friend
Jaggy123Anant,Amitava_BJP,follower_of_friend
IoOceqNfWI3Cu4k,Amitava_BJP,follower_of_friend
vnssarma,Amitava_BJP,follower_of_friend
sarkar_no,Amitava_BJP,follower_of_friend
RajeshA42814394,Amitava_BJP,follower_of_friend
Harshit02710512,Amitava_BJP,follower_of_friend
ClassStressed,Amitava_BJP,follower_of_friend
Abhaykumar7481,Amitava_BJP,follower_of_friend
Jecdevendra,Amitava_BJP,follower_of_friend
ChaurasiyaMadan,Amitava_BJP,follower_of_friend
pariharRam3333,Amitava_BJP,follower_of_friend
BIBHUTI58776083,Amitava_BJP,follower_of_friend
singh_papu,Amitava_BJP,follower_of_friend
Krishna56766529,Amitava_BJP,follower_of_friend
mla_chandana,Amitava_BJP,follower_of_friend
GayathriYoga1,Amitava_BJP,follower_of_friend
SOUVIKC77021531,Amitava_BJP,follower_of_friend
Amitava_BJP,BanerjeeRonita,friend_of_friend
Amitava_BJP,avijit_bairagya,friend_of_friend
Amitava_BJP,AmitKum32420177,friend_of_friend
Amitava_BJP,Jaggy123Anant,friend_of_friend
Amitava_BJP,IoOceqNfWI3Cu4k,friend_of_friend
Amitava_BJP,vnssarma,friend_of_friend
Amitava_BJP,sarkar_no,friend_of_friend
Amitava_BJP,RajeshA42814394,friend_of_friend
Amitava_BJP,Harshit02710512,friend_of_friend
Amitava_BJP,ClassStressed,friend_of_friend
Amitava_BJP,Abhaykumar7481,friend_of_friend
Amitava_BJP,Jecdevendra,friend_of_friend
Amitava_BJP,ChaurasiyaMadan,friend_of_friend
Amitava_BJP,pariharRam3333,friend_of_friend
Amitava_BJP,BIBHUTI58776083,friend_of_friend
Amitava_BJP,singh_papu,friend_of_friend
Amitava_BJP,Krishna56766529,friend_of_friend
Amitava_BJP,mla_chandana,friend_of_friend
Amitava_BJP,GayathriYoga1,friend_of_friend
Amitava_BJP,SOUVIKC77021531,friend_of_friend
@DilipGhoshBJP,ArunSinghbjp,friend
MojibulAnsari15,ArunSinghbjp,follower_of_friend
SoudipDas14,ArunSinghbjp,follower_of_friend
lkosandy,ArunSinghbjp,follower_of_friend
Jaggy123Anant,ArunSinghbjp,follower_of_friend
YashGol27100163,ArunSinghbjp,follower_of_friend
KunalSingh_BjP,ArunSinghbjp,follower_of_friend
Rameshw52227124,ArunSinghbjp,follower_of_friend
shukla_janmejai,ArunSinghbjp,follower_of_friend
SachinA98398682,ArunSinghbjp,follower_of_friend
onsrajaniti,ArunSinghbjp,follower_of_friend
Abhaykumar7481,ArunSinghbjp,follower_of_friend
Bjymmpsuraj1,ArunSinghbjp,follower_of_friend
kunal3237,ArunSinghbjp,follower_of_friend
pariharRam3333,ArunSinghbjp,follower_of_friend
SavejAl91022246,ArunSinghbjp,follower_of_friend
VikramS10143711,ArunSinghbjp,follower_of_friend
ShivenduDixit,ArunSinghbjp,follower_of_friend
YRajendra20,ArunSinghbjp,follower_of_friend
ShsrmaHitesh,ArunSinghbjp,follower_of_friend
dodddaiah,ArunSinghbjp,follower_of_friend
ArunSinghbjp,MojibulAnsari15,friend_of_friend
ArunSinghbjp,SoudipDas14,friend_of_friend
ArunSinghbjp,lkosandy,friend_of_friend
ArunSinghbjp,Jaggy123Anant,friend_of_friend
ArunSinghbjp,YashGol27100163,friend_of_friend
ArunSinghbjp,KunalSingh_BjP,friend_of_friend
ArunSinghbjp,Rameshw52227124,friend_of_friend
ArunSinghbjp,shukla_janmejai,friend_of_friend
ArunSinghbjp,SachinA98398682,friend_of_friend
ArunSinghbjp,onsrajaniti,friend_of_friend
ArunSinghbjp,Abhaykumar7481,friend_of_friend
ArunSinghbjp,Bjymmpsuraj1,friend_of_friend
ArunSinghbjp,kunal3237,friend_of_friend
ArunSinghbjp,pariharRam3333,friend_of_friend
ArunSinghbjp,SavejAl91022246,friend_of_friend
ArunSinghbjp,VikramS10143711,friend_of_friend
ArunSinghbjp,ShivenduDixit,friend_of_friend
ArunSinghbjp,YRajendra20,friend_of_friend
ArunSinghbjp,ShsrmaHitesh,friend_of_friend
ArunSinghbjp,dodddaiah,friend_of_friend
@DilipGhoshBJP,PratimaBhoumik,friend
HareramMahto9,PratimaBhoumik,follower_of_friend
avisek_05,PratimaBhoumik,follower_of_friend
imAnurag_Mishra,PratimaBhoumik,follower_of_friend
ankit_seta,PratimaBhoumik,follower_of_friend
ShyamliPandey9,PratimaBhoumik,follower_of_friend
sanjibmlg,PratimaBhoumik,follower_of_friend
Derek_Rezek,PratimaBhoumik,follower_of_friend
Babulal84535365,PratimaBhoumik,follower_of_friend
AkashSi69271113,PratimaBhoumik,follower_of_friend
rajsapana14,PratimaBhoumik,follower_of_friend
Abhijit25668892,PratimaBhoumik,follower_of_friend
ignorantminds,PratimaBhoumik,follower_of_friend
AsmitaTarafdar,PratimaBhoumik,follower_of_friend
aalamparvez422,PratimaBhoumik,follower_of_friend
Ravikant_anjoo,PratimaBhoumik,follower_of_friend
sandwip_biswas,PratimaBhoumik,follower_of_friend
KarnajitSaha6,PratimaBhoumik,follower_of_friend
SUKANTA28131208,PratimaBhoumik,follower_of_friend
SIRMANISH_,PratimaBhoumik,follower_of_friend
GoustaDas,PratimaBhoumik,follower_of_friend
PratimaBhoumik,HareramMahto9,friend_of_friend
PratimaBhoumik,avisek_05,friend_of_friend
PratimaBhoumik,imAnurag_Mishra,friend_of_friend
PratimaBhoumik,ankit_seta,friend_of_friend
PratimaBhoumik,ShyamliPandey9,friend_of_friend
PratimaBhoumik,sanjibmlg,friend_of_friend
PratimaBhoumik,Derek_Rezek,friend_of_friend
PratimaBhoumik,Babulal84535365,friend_of_friend
PratimaBhoumik,AkashSi69271113,friend_of_friend
PratimaBhoumik,rajsapana14,friend_of_friend
PratimaBhoumik,Abhijit25668892,friend_of_friend
PratimaBhoumik,ignorantminds,friend_of_friend
PratimaBhoumik,AsmitaTarafdar,friend_of_friend
PratimaBhoumik,aalamparvez422,friend_of_friend
PratimaBhoumik,Ravikant_anjoo,friend_of_friend
PratimaBhoumik,sandwip_biswas,friend_of_friend
PratimaBhoumik,KarnajitSaha6,friend_of_friend
PratimaBhoumik,SUKANTA28131208,friend_of_friend
PratimaBhoumik,SIRMANISH_,friend_of_friend
PratimaBhoumik,GoustaDas,friend_of_friend
@DilipGhoshBJP,SMPort_Kolkata,friend
FazalArakkal,SMPort_Kolkata,follower_of_friend
nalwade7,SMPort_Kolkata,follower_of_friend
BeingHarshitMtl,SMPort_Kolkata,follower_of_friend
VikasRao11,SMPort_Kolkata,follower_of_friend
captJaimangal,SMPort_Kolkata,follower_of_friend
SidAfrid,SMPort_Kolkata,follower_of_friend
Yogendar2957880,SMPort_Kolkata,follower_of_friend
Praveen05653087,SMPort_Kolkata,follower_of_friend
TwilightBox3,SMPort_Kolkata,follower_of_friend
RiddhiJaiswal20,SMPort_Kolkata,follower_of_friend
SunnySikarwar15,SMPort_Kolkata,follower_of_friend
im_apurv_,SMPort_Kolkata,follower_of_friend
AhsanMansury,SMPort_Kolkata,follower_of_friend
surajitpiku,SMPort_Kolkata,follower_of_friend
PingleYJ,SMPort_Kolkata,follower_of_friend
HiteshK42264818,SMPort_Kolkata,follower_of_friend
motilal134,SMPort_Kolkata,follower_of_friend
Pratik86342365,SMPort_Kolkata,follower_of_friend
Jeevan93867068,SMPort_Kolkata,follower_of_friend
amitkpandey31,SMPort_Kolkata,follower_of_friend
SMPort_Kolkata,FazalArakkal,friend_of_friend
SMPort_Kolkata,nalwade7,friend_of_friend
SMPort_Kolkata,BeingHarshitMtl,friend_of_friend
SMPort_Kolkata,VikasRao11,friend_of_friend
SMPort_Kolkata,captJaimangal,friend_of_friend
SMPort_Kolkata,SidAfrid,friend_of_friend
SMPort_Kolkata,Yogendar2957880,friend_of_friend
SMPort_Kolkata,Praveen05653087,friend_of_friend
SMPort_Kolkata,TwilightBox3,friend_of_friend
SMPort_Kolkata,RiddhiJaiswal20,friend_of_friend
SMPort_Kolkata,SunnySikarwar15,friend_of_friend
SMPort_Kolkata,im_apurv_,friend_of_friend
SMPort_Kolkata,AhsanMansury,friend_of_friend
SMPort_Kolkata,surajitpiku,friend_of_friend
SMPort_Kolkata,PingleYJ,friend_of_friend
SMPort_Kolkata,HiteshK42264818,friend_of_friend
SMPort_Kolkata,motilal134,friend_of_friend
SMPort_Kolkata,Pratik86342365,friend_of_friend
SMPort_Kolkata,Jeevan93867068,friend_of_friend
SMPort_Kolkata,amitkpandey31,friend_of_friend
@SuvenduWB,rashtrapatibhvn,friend
Bholura06857434,rashtrapatibhvn,follower_of_friend
NaveenM10241608,rashtrapatibhvn,follower_of_friend
Arunvas68191927,rashtrapatibhvn,follower_of_friend
Viveksi59570328,rashtrapatibhvn,follower_of_friend
AnkushM44812148,rashtrapatibhvn,follower_of_friend
CHINMAY60518350,rashtrapatibhvn,follower_of_friend
sukhbir40901785,rashtrapatibhvn,follower_of_friend
AnuragM43215974,rashtrapatibhvn,follower_of_friend
FaizAla35857793,rashtrapatibhvn,follower_of_friend
saurabhkolte8,rashtrapatibhvn,follower_of_friend
AjayYad39653173,rashtrapatibhvn,follower_of_friend
NajimSh41083418,rashtrapatibhvn,follower_of_friend
SUNILME67046809,rashtrapatibhvn,follower_of_friend
Kokilaraja8,rashtrapatibhvn,follower_of_friend
Sona91941355,rashtrapatibhvn,follower_of_friend
AyeshaQ33184688,rashtrapatibhvn,follower_of_friend
KeyaSingh13,rashtrapatibhvn,follower_of_friend
HarshJo58883480,rashtrapatibhvn,follower_of_friend
maheshdhunde3,rashtrapatibhvn,follower_of_friend
ArunCha35017423,rashtrapatibhvn,follower_of_friend
rashtrapatibhvn,Bholura06857434,friend_of_friend
rashtrapatibhvn,NaveenM10241608,friend_of_friend
rashtrapatibhvn,Arunvas68191927,friend_of_friend
rashtrapatibhvn,Viveksi59570328,friend_of_friend
rashtrapatibhvn,AnkushM44812148,friend_of_friend
rashtrapatibhvn,CHINMAY60518350,friend_of_friend
rashtrapatibhvn,sukhbir40901785,friend_of_friend
rashtrapatibhvn,AnuragM43215974,friend_of_friend
rashtrapatibhvn,FaizAla35857793,friend_of_friend
rashtrapatibhvn,saurabhkolte8,friend_of_friend
rashtrapatibhvn,AjayYad39653173,friend_of_friend
rashtrapatibhvn,NajimSh41083418,friend_of_friend
rashtrapatibhvn,SUNILME67046809,friend_of_friend
rashtrapatibhvn,Kokilaraja8,friend_of_friend
rashtrapatibhvn,Sona91941355,friend_of_friend
rashtrapatibhvn,AyeshaQ33184688,friend_of_friend
rashtrapatibhvn,KeyaSingh13,friend_of_friend
rashtrapatibhvn,HarshJo58883480,friend_of_friend
rashtrapatibhvn,maheshdhunde3,friend_of_friend
rashtrapatibhvn,ArunCha35017423,friend_of_friend
@SuvenduWB,swapan55,friend
Minghe18758452,swapan55,follower_of_friend
RinkuNaagar4,swapan55,follower_of_friend
pulakpal46,swapan55,follower_of_friend
ScuriousM,swapan55,follower_of_friend
Sanjay14204383,swapan55,follower_of_friend
mla_chandana,swapan55,follower_of_friend
MukundMalagi,swapan55,follower_of_friend
aniketbandekar4,swapan55,follower_of_friend
KAUSTUB43759729,swapan55,follower_of_friend
nirmalbadale,swapan55,follower_of_friend
Ajoy94696257,swapan55,follower_of_friend
ashishr13,swapan55,follower_of_friend
LIBERAL_RALUCES,swapan55,follower_of_friend
dathereal,swapan55,follower_of_friend
IndiaIronman,swapan55,follower_of_friend
Samuel_henry11,swapan55,follower_of_friend
hra107961,swapan55,follower_of_friend
Manojschordiya,swapan55,follower_of_friend
premsubba571,swapan55,follower_of_friend
Sathishms127,swapan55,follower_of_friend
swapan55,Minghe18758452,friend_of_friend
swapan55,RinkuNaagar4,friend_of_friend
swapan55,pulakpal46,friend_of_friend
swapan55,ScuriousM,friend_of_friend
swapan55,Sanjay14204383,friend_of_friend
swapan55,mla_chandana,friend_of_friend
swapan55,MukundMalagi,friend_of_friend
swapan55,aniketbandekar4,friend_of_friend
swapan55,KAUSTUB43759729,friend_of_friend
swapan55,nirmalbadale,friend_of_friend
swapan55,Ajoy94696257,friend_of_friend
swapan55,ashishr13,friend_of_friend
swapan55,LIBERAL_RALUCES,friend_of_friend
swapan55,dathereal,friend_of_friend
swapan55,IndiaIronman,friend_of_friend
swapan55,Samuel_henry11,friend_of_friend
swapan55,hra107961,friend_of_friend
swapan55,Manojschordiya,friend_of_friend
swapan55,premsubba571,friend_of_friend
swapan55,Sathishms127,friend_of_friend
@SuvenduWB,PIBKolkata,friend
DrSuraj89054293,PIBKolkata,follower_of_friend
indian_KKL07,PIBKolkata,follower_of_friend
AnupKmrGiri,PIBKolkata,follower_of_friend
Shazly74162405,PIBKolkata,follower_of_friend
rk_mondal,PIBKolkata,follower_of_friend
Pal03Pulak,PIBKolkata,follower_of_friend
Zohaibch118,PIBKolkata,follower_of_friend
isouravjain,PIBKolkata,follower_of_friend
_anuragkaushik,PIBKolkata,follower_of_friend
FredinF,PIBKolkata,follower_of_friend
Ankitthewin,PIBKolkata,follower_of_friend
mkmkulkarni,PIBKolkata,follower_of_friend
nawedali789,PIBKolkata,follower_of_friend
NIRBEDCHAKRABO1,PIBKolkata,follower_of_friend
Dibyend99951287,PIBKolkata,follower_of_friend
kundan_bit,PIBKolkata,follower_of_friend
SAnjamulhaq,PIBKolkata,follower_of_friend
CHANDAN43414071,PIBKolkata,follower_of_friend
GAZI29241,PIBKolkata,follower_of_friend
668TalojhgK43wq,PIBKolkata,follower_of_friend
PIBKolkata,DrSuraj89054293,friend_of_friend
PIBKolkata,indian_KKL07,friend_of_friend
PIBKolkata,AnupKmrGiri,friend_of_friend
PIBKolkata,Shazly74162405,friend_of_friend
PIBKolkata,rk_mondal,friend_of_friend
PIBKolkata,Pal03Pulak,friend_of_friend
PIBKolkata,Zohaibch118,friend_of_friend
PIBKolkata,isouravjain,friend_of_friend
PIBKolkata,_anuragkaushik,friend_of_friend
PIBKolkata,FredinF,friend_of_friend
PIBKolkata,Ankitthewin,friend_of_friend
PIBKolkata,mkmkulkarni,friend_of_friend
PIBKolkata,nawedali789,friend_of_friend
PIBKolkata,NIRBEDCHAKRABO1,friend_of_friend
PIBKolkata,Dibyend99951287,friend_of_friend
PIBKolkata,kundan_bit,friend_of_friend
PIBKolkata,SAnjamulhaq,friend_of_friend
PIBKolkata,CHANDAN43414071,friend_of_friend
PIBKolkata,GAZI29241,friend_of_friend
PIBKolkata,668TalojhgK43wq,friend_of_friend
@SuvenduWB,mygovindia,friend
YashAnghan,mygovindia,follower_of_friend
SurykantShinde1,mygovindia,follower_of_friend
_aksarkar,mygovindia,follower_of_friend
ramesh_yadav_2,mygovindia,follower_of_friend
MdShahi10708020,mygovindia,follower_of_friend
SUDHEESHG15,mygovindia,follower_of_friend
suhaniyadav1997,mygovindia,follower_of_friend
Pankaj_0802,mygovindia,follower_of_friend
Mohdosm94910414,mygovindia,follower_of_friend
vickyra05967423,mygovindia,follower_of_friend
Priyank79576645,mygovindia,follower_of_friend
kumar_singh786,mygovindia,follower_of_friend
swapnasengupt10,mygovindia,follower_of_friend
dubeyalok555,mygovindia,follower_of_friend
anikbasakab,mygovindia,follower_of_friend
avishekdas34,mygovindia,follower_of_friend
abhiahammisha,mygovindia,follower_of_friend
SsatyavanBolake,mygovindia,follower_of_friend
Vijende35154467,mygovindia,follower_of_friend
umashan87251479,mygovindia,follower_of_friend
mygovindia,YashAnghan,friend_of_friend
mygovindia,SurykantShinde1,friend_of_friend
mygovindia,_aksarkar,friend_of_friend
mygovindia,ramesh_yadav_2,friend_of_friend
mygovindia,MdShahi10708020,friend_of_friend
mygovindia,SUDHEESHG15,friend_of_friend
mygovindia,suhaniyadav1997,friend_of_friend
mygovindia,Pankaj_0802,friend_of_friend
mygovindia,Mohdosm94910414,friend_of_friend
mygovindia,vickyra05967423,friend_of_friend
mygovindia,Priyank79576645,friend_of_friend
mygovindia,kumar_singh786,friend_of_friend
mygovindia,swapnasengupt10,friend_of_friend
mygovindia,dubeyalok555,friend_of_friend
mygovindia,anikbasakab,friend_of_friend
mygovindia,avishekdas34,friend_of_friend
mygovindia,abhiahammisha,friend_of_friend
mygovindia,SsatyavanBolake,friend_of_friend
mygovindia,Vijende35154467,friend_of_friend
mygovindia,umashan87251479,friend_of_friend
@SuvenduWB,HMOIndia,friend
Vikas82439615,HMOIndia,follower_of_friend
kdmitruka,HMOIndia,follower_of_friend
ManyaPaswan,HMOIndia,follower_of_friend
BabluPratap9,HMOIndia,follower_of_friend
sukhbir40901785,HMOIndia,follower_of_friend
neerajlatti,HMOIndia,follower_of_friend
AanganDev,HMOIndia,follower_of_friend
Sharda03764636,HMOIndia,follower_of_friend
Monu33032946,HMOIndia,follower_of_friend
srishtishresth,HMOIndia,follower_of_friend
sammali73179754,HMOIndia,follower_of_friend
rohit27121994,HMOIndia,follower_of_friend
AshishS36675065,HMOIndia,follower_of_friend
ManishM13571236,HMOIndia,follower_of_friend
Bhupend74485677,HMOIndia,follower_of_friend
DinashK47138605,HMOIndia,follower_of_friend
david_muthuraj,HMOIndia,follower_of_friend
CarvingChild,HMOIndia,follower_of_friend
jGFaae5lINaXHTY,HMOIndia,follower_of_friend
MoJavedAkhtar4,HMOIndia,follower_of_friend
HMOIndia,Vikas82439615,friend_of_friend
HMOIndia,kdmitruka,friend_of_friend
HMOIndia,ManyaPaswan,friend_of_friend
HMOIndia,BabluPratap9,friend_of_friend
HMOIndia,sukhbir40901785,friend_of_friend
HMOIndia,neerajlatti,friend_of_friend
HMOIndia,AanganDev,friend_of_friend
HMOIndia,Sharda03764636,friend_of_friend
HMOIndia,Monu33032946,friend_of_friend
HMOIndia,srishtishresth,friend_of_friend
HMOIndia,sammali73179754,friend_of_friend
HMOIndia,rohit27121994,friend_of_friend
HMOIndia,AshishS36675065,friend_of_friend
HMOIndia,ManishM13571236,friend_of_friend
HMOIndia,Bhupend74485677,friend_of_friend
HMOIndia,DinashK47138605,friend_of_friend
HMOIndia,david_muthuraj,friend_of_friend
HMOIndia,CarvingChild,friend_of_friend
HMOIndia,jGFaae5lINaXHTY,friend_of_friend
HMOIndia,MoJavedAkhtar4,friend_of_friend
@SuvenduWB,PMOIndia,friend
Viveksi59570328,PMOIndia,follower_of_friend
MasudRa27986149,PMOIndia,follower_of_friend
1212Govind,PMOIndia,follower_of_friend
maghermaghersi1,PMOIndia,follower_of_friend
BHRIGU20643195,PMOIndia,follower_of_friend
DasariJayarao1,PMOIndia,follower_of_friend
AnikMan76165362,PMOIndia,follower_of_friend
FulcrumTute,PMOIndia,follower_of_friend
CHINMAY60518350,PMOIndia,follower_of_friend
sukhbir40901785,PMOIndia,follower_of_friend
ashirvadyadav01,PMOIndia,follower_of_friend
RitikKa17411036,PMOIndia,follower_of_friend
MaheshR56908330,PMOIndia,follower_of_friend
rinawma_ralte,PMOIndia,follower_of_friend
ManojKu72623650,PMOIndia,follower_of_friend
FaizAla35857793,PMOIndia,follower_of_friend
Radhama70910722,PMOIndia,follower_of_friend
Siddhar68657861,PMOIndia,follower_of_friend
MtqnjCjH2g2seAq,PMOIndia,follower_of_friend
KaushalGadhiya,PMOIndia,follower_of_friend
PMOIndia,Viveksi59570328,friend_of_friend
PMOIndia,MasudRa27986149,friend_of_friend
PMOIndia,1212Govind,friend_of_friend
PMOIndia,maghermaghersi1,friend_of_friend
PMOIndia,BHRIGU20643195,friend_of_friend
PMOIndia,DasariJayarao1,friend_of_friend
PMOIndia,AnikMan76165362,friend_of_friend
PMOIndia,FulcrumTute,friend_of_friend
PMOIndia,CHINMAY60518350,friend_of_friend
PMOIndia,sukhbir40901785,friend_of_friend
PMOIndia,ashirvadyadav01,friend_of_friend
PMOIndia,RitikKa17411036,friend_of_friend
PMOIndia,MaheshR56908330,friend_of_friend
PMOIndia,rinawma_ralte,friend_of_friend
PMOIndia,ManojKu72623650,friend_of_friend
PMOIndia,FaizAla35857793,friend_of_friend
PMOIndia,Radhama70910722,friend_of_friend
PMOIndia,Siddhar68657861,friend_of_friend
PMOIndia,MtqnjCjH2g2seAq,friend_of_friend
PMOIndia,KaushalGadhiya,friend_of_friend
@SuvenduWB,KhanSaumitra,friend
Sanjitd60437511,KhanSaumitra,follower_of_friend
AniketG38992181,KhanSaumitra,follower_of_friend
AashayLovers,KhanSaumitra,follower_of_friend
Upendar35671443,KhanSaumitra,follower_of_friend
avijit_bairagya,KhanSaumitra,follower_of_friend
AmitKum32420177,KhanSaumitra,follower_of_friend
Jaggy123Anant,KhanSaumitra,follower_of_friend
vnssarma,KhanSaumitra,follower_of_friend
1Somit,KhanSaumitra,follower_of_friend
sarkar_no,KhanSaumitra,follower_of_friend
RajeshA42814394,KhanSaumitra,follower_of_friend
Harshit02710512,KhanSaumitra,follower_of_friend
ClassStressed,KhanSaumitra,follower_of_friend
Abhaykumar7481,KhanSaumitra,follower_of_friend
Jecdevendra,KhanSaumitra,follower_of_friend
ChaurasiyaMadan,KhanSaumitra,follower_of_friend
pariharRam3333,KhanSaumitra,follower_of_friend
BIBHUTI58776083,KhanSaumitra,follower_of_friend
Priyank76157094,KhanSaumitra,follower_of_friend
mla_chandana,KhanSaumitra,follower_of_friend
KhanSaumitra,Sanjitd60437511,friend_of_friend
KhanSaumitra,AniketG38992181,friend_of_friend
KhanSaumitra,AashayLovers,friend_of_friend
KhanSaumitra,Upendar35671443,friend_of_friend
KhanSaumitra,avijit_bairagya,friend_of_friend
KhanSaumitra,AmitKum32420177,friend_of_friend
KhanSaumitra,Jaggy123Anant,friend_of_friend
KhanSaumitra,vnssarma,friend_of_friend
KhanSaumitra,1Somit,friend_of_friend
KhanSaumitra,sarkar_no,friend_of_friend
KhanSaumitra,RajeshA42814394,friend_of_friend
KhanSaumitra,Harshit02710512,friend_of_friend
KhanSaumitra,ClassStressed,friend_of_friend
KhanSaumitra,Abhaykumar7481,friend_of_friend
KhanSaumitra,Jecdevendra,friend_of_friend
KhanSaumitra,ChaurasiyaMadan,friend_of_friend
KhanSaumitra,pariharRam3333,friend_of_friend
KhanSaumitra,BIBHUTI58776083,friend_of_friend
KhanSaumitra,Priyank76157094,friend_of_friend
KhanSaumitra,mla_chandana,friend_of_friend
@SuvenduWB,ArjunsinghWB,friend
Sanjitd60437511,ArjunsinghWB,follower_of_friend
RAJATGOYAl07,ArjunsinghWB,follower_of_friend
AniketG38992181,ArjunsinghWB,follower_of_friend
RajeshS19161489,ArjunsinghWB,follower_of_friend
MajhiPrithwish,ArjunsinghWB,follower_of_friend
SheikhAjijul,ArjunsinghWB,follower_of_friend
surely_pandita,ArjunsinghWB,follower_of_friend
NoNeem60053211,ArjunsinghWB,follower_of_friend
RajanyoChowdhu1,ArjunsinghWB,follower_of_friend
Ronyban19974551,ArjunsinghWB,follower_of_friend
avijit_bairagya,ArjunsinghWB,follower_of_friend
AmitKum32420177,ArjunsinghWB,follower_of_friend
Jaggy123Anant,ArjunsinghWB,follower_of_friend
vnssarma,ArjunsinghWB,follower_of_friend
1Somit,ArjunsinghWB,follower_of_friend
sarkar_no,ArjunsinghWB,follower_of_friend
acharya_goswami,ArjunsinghWB,follower_of_friend
RajeshA42814394,ArjunsinghWB,follower_of_friend
Harshit02710512,ArjunsinghWB,follower_of_friend
SristiPrasad4,ArjunsinghWB,follower_of_friend
ArjunsinghWB,Sanjitd60437511,friend_of_friend
ArjunsinghWB,RAJATGOYAl07,friend_of_friend
ArjunsinghWB,AniketG38992181,friend_of_friend
ArjunsinghWB,RajeshS19161489,friend_of_friend
ArjunsinghWB,MajhiPrithwish,friend_of_friend
ArjunsinghWB,SheikhAjijul,friend_of_friend
ArjunsinghWB,surely_pandita,friend_of_friend
ArjunsinghWB,NoNeem60053211,friend_of_friend
ArjunsinghWB,RajanyoChowdhu1,friend_of_friend
ArjunsinghWB,Ronyban19974551,friend_of_friend
ArjunsinghWB,avijit_bairagya,friend_of_friend
ArjunsinghWB,AmitKum32420177,friend_of_friend
ArjunsinghWB,Jaggy123Anant,friend_of_friend
ArjunsinghWB,vnssarma,friend_of_friend
ArjunsinghWB,1Somit,friend_of_friend
ArjunsinghWB,sarkar_no,friend_of_friend
ArjunsinghWB,acharya_goswami,friend_of_friend
ArjunsinghWB,RajeshA42814394,friend_of_friend
ArjunsinghWB,Harshit02710512,friend_of_friend
ArjunsinghWB,SristiPrasad4,friend_of_friend
@SuvenduWB,jdhankhar1,friend
Sanjitd60437511,jdhankhar1,follower_of_friend
RajuPra55471781,jdhankhar1,follower_of_friend
AniketG38992181,jdhankhar1,follower_of_friend
HussainMoazzen,jdhankhar1,follower_of_friend
arun_jumidi,jdhankhar1,follower_of_friend
MuskanS33236380,jdhankhar1,follower_of_friend
NoNeem60053211,jdhankhar1,follower_of_friend
RajanyoChowdhu1,jdhankhar1,follower_of_friend
KaliKri13314195,jdhankhar1,follower_of_friend
MitunSen,jdhankhar1,follower_of_friend
ShreejaMukherji,jdhankhar1,follower_of_friend
soumeng17165112,jdhankhar1,follower_of_friend
SABIRALISARKA15,jdhankhar1,follower_of_friend
vnssarma,jdhankhar1,follower_of_friend
sarkar_no,jdhankhar1,follower_of_friend
love_utpal,jdhankhar1,follower_of_friend
Shubhan81738267,jdhankhar1,follower_of_friend
SKSOFIURRAHAMA8,jdhankhar1,follower_of_friend
SonyogBhowmik,jdhankhar1,follower_of_friend
ClassStressed,jdhankhar1,follower_of_friend
jdhankhar1,Sanjitd60437511,friend_of_friend
jdhankhar1,RajuPra55471781,friend_of_friend
jdhankhar1,AniketG38992181,friend_of_friend
jdhankhar1,HussainMoazzen,friend_of_friend
jdhankhar1,arun_jumidi,friend_of_friend
jdhankhar1,MuskanS33236380,friend_of_friend
jdhankhar1,NoNeem60053211,friend_of_friend
jdhankhar1,RajanyoChowdhu1,friend_of_friend
jdhankhar1,KaliKri13314195,friend_of_friend
jdhankhar1,MitunSen,friend_of_friend
jdhankhar1,ShreejaMukherji,friend_of_friend
jdhankhar1,soumeng17165112,friend_of_friend
jdhankhar1,SABIRALISARKA15,friend_of_friend
jdhankhar1,vnssarma,friend_of_friend
jdhankhar1,sarkar_no,friend_of_friend
jdhankhar1,love_utpal,friend_of_friend
jdhankhar1,Shubhan81738267,friend_of_friend
jdhankhar1,SKSOFIURRAHAMA8,friend_of_friend
jdhankhar1,SonyogBhowmik,friend_of_friend
jdhankhar1,ClassStressed,friend_of_friend
@SuvenduWB,MukulR_Official,friend
Sanjitd60437511,MukulR_Official,follower_of_friend
AniketG38992181,MukulR_Official,follower_of_friend
AbbasAl98917980,MukulR_Official,follower_of_friend
CoralPamela2,MukulR_Official,follower_of_friend
SKSOFIURRAHAMA8,MukulR_Official,follower_of_friend
maji_tanusree,MukulR_Official,follower_of_friend
NoNeem60053211,MukulR_Official,follower_of_friend
RajanyoChowdhu1,MukulR_Official,follower_of_friend
Utsavjournalist,MukulR_Official,follower_of_friend
Mahammad_9885,MukulR_Official,follower_of_friend
AmitKum32420177,MukulR_Official,follower_of_friend
ihavegsr,MukulR_Official,follower_of_friend
SABIRALISARKA15,MukulR_Official,follower_of_friend
soumeng17165112,MukulR_Official,follower_of_friend
ASarkar68853783,MukulR_Official,follower_of_friend
IoOceqNfWI3Cu4k,MukulR_Official,follower_of_friend
vnssarma,MukulR_Official,follower_of_friend
acharya_goswami,MukulR_Official,follower_of_friend
